Preschool_Name,Location_Type,Address,Opening_Hours,Preschool_Website,Stars,Average_Stars,Google_Website,Update_Time,Preschool_Latitude,Preschool_Longitude,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start_Number,Sunday_End_Number,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Overall_Sentiment,Communication_Factors,Cost_Factors,Educational_Factors,Facility_Factors,Safety_and_Health_Factors,Staff_and_Management_Factors
Superland Preschool (Kreta Ayer),Preschool,"28A Kreta Ayer Rd, #01-04 & 05, Singapore 088995 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://superland.com.sg/,"5,    5,    1,    5,    5,    5,    1,    5",4.0,"https://www.google.com/maps/place/Superland+Preschool+(Kreta+Ayer)/@1.2811549,103.8429919,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19728fa59073:0xde56a58325e427bc!8m2!3d1.2811549!4d103.8429919!16s%2Fg%2F11hzsvtf9m?entry=ttu",2024-04-11 06:48:18.157658,1.2811549,103.8429919,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Superland Pre-School (Ganges),Preschool,"568 Ganges Ave, #02-102, Singapore 160568 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.superland.com.sg/,"5,    5,    1,    5,    5,    5,    1,    5",4.0,"https://www.google.com/maps/place/Superland+Pre-School+(Ganges)/@1.2899641,103.831136,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19fe65e4e641:0x5ac3f1791bda830f!8m2!3d1.2899641!4d103.831136!16s%2Fg%2F11fnwh4n4g?entry=ttu",2024-04-11 06:47:53.237721,1.2899641,103.831136,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,0.5,,,0.5,,,
Superland Pre-school (Bukit Timah),Preschool,"911 Bukit Timah Rd, Singapore 589622 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.superland.com.sg/,"5,    5,    4,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    1,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    1",4.863636363636363,"https://www.google.com/maps/place/Superland+Pre-school+(Bukit+Timah)/@1.3335563,103.7887875,17z/data=!3m1!4b1!4m6!3m5!1s0x31da111ca25d594b:0x22b4a7726e2ee34a!8m2!3d1.3335563!4d103.7887875!16s%2Fg%2F11m456vrln?entry=ttu",2024-04-11 06:47:23.783145,1.3335563,103.7887875,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,0.151191378066378,0.2898827561327561,,0.0125,,,
Superland Pre-School (100 AM) Pte Ltd,Preschool,"100 Tras Street, 100am, Mall, #05-02, 079027 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://forms.gle/M7F7zTaz517Kqwp98,"5,    5,    5,    5,    5,    5,    5,    5",5.0,"https://www.google.com/maps/place/Superland+Pre-School+(100AM)/@1.274488,103.8435226,17z/data=!3m1!4b1!4m6!3m5!1s0x31da196b5d29fb57:0xc40d63fa1e5bedc7!8m2!3d1.274488!4d103.8435226!16s%2Fg%2F11h4znbmxh?entry=ttu",2024-04-11 06:46:58.477969,1.274488,103.8435226,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
"SuperGenius Preschool @ Bedok, Heartbeat@Bedok",Preschool,"11 Bedok North Street 1, #01-01 Heartbeat@Bedok, Singapore 469662 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 8:30am to 5:30pm,    Sunday, 8:30am to 5:30pm,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://supergenius.sg/,"5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    4,    5,    5",4.96969696969697,"https://www.google.com/maps/place/SuperGenius+Preschool+@+Bedok,+Heartbeat@Bedok/@1.3271895,103.9323688,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d2c5712d8b3:0xa62f19c212d2b506!8m2!3d1.3271895!4d103.9323688!16s%2Fg%2F11h07mr_28?entry=ttu",2024-04-11 06:46:30.823588,1.3271895,103.9323688,8:30am,5:30pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,8:30am,5:30pm,8.5,17.5,7,19,7,19,7,19,7,19,7,19,8.5,17.5,0.2570181405895691,,,0.2388888888888889,,,
Super Talent Childcare Ltd (Membina),Child care agency,"Blk 18 Jln Membina, #03-01/02, Singapore 164018 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://supertalent.com.sg/,"5,    5,    5,    5",5.0,"https://www.google.com/maps/place/Super+Talent+Childcare+@+Membina/@1.2854326,103.8268152,17z/data=!3m1!4b1!4m6!3m5!1s0x31da197ec6127255:0x130c3fc35783deea!8m2!3d1.2854326!4d103.8268152!16s%2Fg%2F1tdl3np4?entry=ttu",2024-04-11 06:46:05.348057,1.2854326,103.8268152,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,0.0,,,0.0,,,
Super Talent Childcare Ltd (MacPherson 122),Child care agency,"Paya Lebar Way, #01-3039 Block 93, Singapore 370093 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://supertalent.com.sg/,"5,    1",3.0,"https://www.google.com/maps/place/Super+Talent+Childcare+@+MacPherson+93/@1.3228043,103.8877803,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19cd0e52da8d:0x9ae46e8b70a1b5bc!8m2!3d1.3228043!4d103.8877803!16s%2Fg%2F11f794w7s7?entry=ttu",2024-04-11 06:45:40.484189,1.3228043,103.8877803,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Super Talent Childcare Ltd (Ang Mo Kio 218),Day care center,"218 Ang Mo Kio Ave 1, #01-925, Singapore 560218 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.supertalent.com.sg/,"5,    5,    5,    5",5.0,"https://www.google.com/maps/place/Super+Talent+Childcare+@+Ang+Mo+Kio/@1.3651811,103.8415977,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16df753b5f43:0x902c8841b5246554!8m2!3d1.3651811!4d103.8415977!16s%2Fg%2F1tvw2g06?entry=ttu",2024-04-11 06:45:15.381354,1.3651811,103.8415977,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunshine Kids Preschool @ Woodlands Pte Ltd,Preschool,"795 Woodlands Drive 72, #01-01, Singapore 730795 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.sunshinekids.com.sg/,"5,    5,    5,    5,    5,    1,    5,    5,    5,    1,    5,    1,    5,    5,    5,    5,    5,    5,    5,    5,    4,    3",4.318181818181818,"https://www.google.com/maps/place/Sunshine+Kids+Preschool+@+Woodlands+Pte+Ltd/@1.4429185,103.8040118,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13679e9adca5:0xd65f8a9b811b385c!8m2!3d1.4429185!4d103.8040118!16s%2Fg%2F11rxzjghry?entry=ttu",2024-04-11 06:45:00.841700,1.4429185,103.8040118,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunshine Kids Care Centre @ Punggol Pte Ltd,Day care center,"101B Punggol Fld, Singapore 822101 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.sunshinekids.com.sg/,"5,    5,    5,    5,    5,    1,    5,    5,    5,    1,    5,    1,    5,    5,    5,    5,    5,    5,    5,    5,    4,    3",4.318181818181818,"https://www.google.com/maps/place/Sunshine+Kids+Care+Centre/@1.3977947,103.9063371,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1606ee3ff193:0x4374379d0bccf24f!8m2!3d1.3977947!4d103.9063371!16s%2Fg%2F1tgh0hkn?entry=ttu",2024-04-11 06:44:34.641247,1.3977947,103.9063371,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,0.1744047619047619,,,0.1744047619047619,,,
Sunflower Tinkleland Private Limited,Preschool,"33 Ubi Ave 3, #01-69/70 Vertex, Singapore 408868 ",,https://www.facebook.com/sunflowertinkleland/,5,5.0,"https://www.google.com/maps/place/Sunflower+Preschool+(Tinkleland)/@1.3329431,103.8939977,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17f3a64d5325:0xc68360d8ce4f9ac7!8m2!3d1.3329431!4d103.8939977!16s%2Fg%2F1tf55d6_?entry=ttu",2024-04-11 06:44:10.185024,1.3329431,103.8939977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunflower Preschool at Rivervale,School,"145 Rivervale Dr, Singapore 540145 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://business.google.com/create?fp=15620241893221602714&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,4,4.0,"https://www.google.com/maps/place/Sunflower+Preschool+at+Rivervale/@1.3894603,103.9061995,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1739d10933e5:0xd8c63f3e0726159a!8m2!3d1.3894603!4d103.9061995!16s%2Fg%2F11ngths51y?entry=ttu",2024-04-11 06:43:45.330157,1.3894603,103.9061995,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunflower Preschool @ Yunnan,Preschool,"98 Yunnan Cres, Singapore 638310 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,"1,    5",3.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Yunnan/@1.3393743,103.6919339,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0f34f9a0f675:0x7d425bf1cee67b2c!8m2!3d1.3393743!4d103.6919339!16s%2Fg%2F11jnskg3d2?entry=ttu",2024-04-11 06:43:31.120109,1.3393743,103.6919339,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunflower Preschool @ West Terra Pte Ltd,Preschool,"451B Bukit Batok West Ave 6, #01-681, Singapore 652451 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,"1,    5",3.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+West+Terra/@1.3524852,103.7428418,17z/data=!3m1!4b1!4m6!3m5!1s0x31da118b76c482e3:0x7e8e7f68bcf361b8!8m2!3d1.3524852!4d103.7428418!16s%2Fg%2F11jnsl120b?entry=ttu",2024-04-11 06:43:06.366560,1.3524852,103.7428418,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunflower Preschool @ West Rock Pte Ltd,Preschool,"Bukit Batok West Ave. 8, Blk 461, Singapore 652440 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,5,5.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+West+Rock/@1.3546021,103.7396872,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1025453fffff:0x285c3d76bbdaf09b!8m2!3d1.3546021!4d103.7396872!16s%2Fg%2F11j2xms4mj?entry=ttu",2024-04-11 06:42:41.641996,1.3546021,103.7396872,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunflower Preschool @ Tenaga,School,"656 Jln Tenaga, Block 656, Singapore 410656 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.sunflowerkid.com/,5,5.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Tenaga/@1.3338262,103.9075567,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17095964d14b:0xf225d1248c2b938b!8m2!3d1.3338262!4d103.9075567!16s%2Fg%2F11q2xwdsfz?entry=ttu",2024-04-11 06:42:16.638770,1.3338262,103.9075567,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Sunflower Preschool @ Teck Ghee Pte Ltd,Preschool,"455C Ang Mo Kio Street 44, #01-33, Singapore 563455 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,"1,    5,    5,    5",4.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Teck+Ghee/@1.3684308,103.8579514,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16fc9f400001:0xb9cf34e8be9d2273!8m2!3d1.3684308!4d103.8579514!16s%2Fg%2F11h7s3_w4l?entry=ttu",2024-04-11 06:41:51.008689,1.3684308,103.8579514,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunflower Preschool @ Siglap Pte Ltd,Preschool,"5 Jln Lana, Singapore 419037 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.facebook.com/profile.php?id=100091804491703,"5,    5",5.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Siglap+Pte+Ltd/@1.3236038,103.9190931,17z/data=!3m1!4b1!4m6!3m5!1s0x31da23baab6a1997:0x478d4831fd804550!8m2!3d1.3236038!4d103.9190931!16s%2Fg%2F11kptvq_l4?entry=ttu",2024-04-11 06:41:25.663598,1.3236038,103.9190931,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Sunflower Preschool @ Sembawang Pte Ltd,Day care center,"534 Sembawang Rd, Singapore 758407 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,"5,    5,    5,    5,    5",5.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Sembawang/@1.4370231,103.8259138,17z/data=!3m1!4b1!4m6!3m5!1s0x31da157eec2d1553:0x7ecb6e0d6227a182!8m2!3d1.4370231!4d103.8259138!16s%2Fg%2F11h76kq6gw?entry=ttu",2024-04-11 06:41:00.306395,1.4370231,103.8259138,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,0.25,0.25,,,,,
Sunflower Preschool @ Punggol Field Walk Pte Ltd,School,"Punggol Field Walk, Block 128D, Singapore 824128 ",,http://www.sunflowerkid.com/,"5,    5",5.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Punggol+Field+Walk/@1.3927677,103.9120575,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17ce19b031ef:0x4c7679a1a8fdd362!8m2!3d1.3927677!4d103.9120575!16s%2Fg%2F11h5tyrwc3?entry=ttu",2024-04-11 06:40:45.866826,1.3927677,103.9120575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunflower Preschool @ PR Town Park Pte Ltd,Preschool,"553 Pasir Ris Street 51, Block 553, Singapore 510553 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.sunflowerkid.com/,"5,    5",5.0,"https://www.google.com/maps/place/Sunflower+Preschool+at+PR+Town+Park/@1.3680326,103.9529133,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d7175c3b9ff:0xfce0f99782f01496!8m2!3d1.3680326!4d103.9529133!16s%2Fg%2F11mx23ps8h?entry=ttu",2024-04-11 06:40:21.342399,1.3680326,103.9529133,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Sunflower Preschool @ NSE,Preschool,"1 Yishun Ave 9, #02-02 East Community Club, Singapore 768893 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,"1,    5",3.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+NSE/@1.4307062,103.8385633,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1465e6a40b17:0x4e42a720d01a3a2e!8m2!3d1.4307062!4d103.8385633!16s%2Fg%2F11hbq8n9h1?entry=ttu",2024-04-11 06:39:56.109140,1.4307062,103.8385633,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,0.2249999999999999,0.2249999999999999,,,,,
Sunflower Preschool @ Mindef Pte Ltd (Chevrons),Preschool,"48 Boon Lay Wy, #01-01, Singapore 609961 ",,http://www.sunflowerkid.com/,5,5.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Mindef+-+Chevrons/@1.3309391,103.7486716,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11382b46cef7:0x1bc936a651cd6925!8m2!3d1.3309391!4d103.7486716!16s%2Fg%2F11jcs5h5fn?entry=ttu",2024-04-11 06:39:31.236434,1.3309391,103.7486716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunflower Preschool @ Mindef (Gombak) Pte Ltd,Preschool,"Blk 307 Gombak Dr, Gombak Recreation Centre, Singapore 669638 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,1,1.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Mindef+-+Gombak/@1.3748401,103.7607733,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11b1bda848df:0x71daaa733ecb59e7!8m2!3d1.3748401!4d103.7607733!16s%2Fg%2F11j1hxg4vy?entry=ttu",2024-04-11 06:39:17.144764,1.3748401,103.7607733,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Sunflower Preschool @ Mindef (Depot) Pte Ltd,Preschool,"5 Depot Rd, Singapore 109681 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,1,1.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Depot/@1.2803505,103.8142511,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1b09b82654d9:0x26be6dfe285ff6b3!8m2!3d1.2803505!4d103.8142511!16s%2Fg%2F11f6gys2p7?entry=ttu",2024-04-11 06:39:03.606445,1.2803505,103.8142511,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Sunflower Preschool @ Kallang (Happy Town),Preschool,"1205 Upper Boon Keng Rd, #01-05, Singapore 387311 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,1,1.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Kallang+(Happy+Town)/@1.3158343,103.8723166,17z/data=!3m1!4b1!4m6!3m5!1s0x31da18323e58adab:0x68fb0885467853ba!8m2!3d1.3158343!4d103.8723166!16s%2Fg%2F11f1wf44pq?entry=ttu",2024-04-11 06:38:38.565877,1.3158343,103.8723166,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunflower Preschool @ Hougang CC,Preschool,"35 Hougang Ave 3 #03-02 Hougang Community Club, 538840 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,"5,    5,    1,    5,    5,    5",4.333333333333333,"https://www.google.com/maps/place/Sunflower+Preschool+@+Hougang+CC/@1.3646226,103.8923447,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17093798fb3d:0x120103cf3f7cf9b8!8m2!3d1.3646226!4d103.8923447!16s%2Fg%2F11jtxw5xfv?entry=ttu",2024-04-11 06:38:24.464628,1.3646226,103.8923447,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunflower Preschool @ Frankel Pte Ltd,Preschool,"50 Frankel Ave, Singapore 458177 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,"5,    5,    1,    5,    5,    5",4.333333333333333,"https://www.google.com/maps/place/Sunflower+Preschool+@+Frankel/@1.3147588,103.9187568,17z/data=!3m1!4b1!4m6!3m5!1s0x31da22a66fb22801:0xb01f2594c760673f!8m2!3d1.3147588!4d103.9187568!16s%2Fg%2F1v_v_xgq?entry=ttu",2024-04-11 06:37:59.881244,1.3147588,103.9187568,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Sunflower Preschool @ Dakota,Preschool,"Blk 49 Jln Tiga, #01-50, Singapore 390049 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,"5,    1",3.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Dakota/@1.3088956,103.8853204,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19df5023cd3d:0xe38254772ee688b7!8m2!3d1.3088956!4d103.8853204!16s%2Fg%2F11jclwhyv3?entry=ttu",2024-04-11 06:37:45.219250,1.3088956,103.8853204,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Sunflower Preschool @ Clementi,Day care center,"Clementi Ave 3, #01 - 348 Block 431, Singapore 120431 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sunflowerkid.com/,"5,    1",3.0,"https://www.google.com/maps/place/Sunflower+Preschool+@+Clementi/@1.3136929,103.76183,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1a91ec38750f:0xed6f553c66058ec2!8m2!3d1.3136929!4d103.76183!16s%2Fg%2F11gfjqy4vg?entry=ttu",2024-04-11 06:37:20.199790,1.3136929,103.76183,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,0.15625,,,,,,
